"user_id","product_id","price_LB"
"1","556637",
"1","556646",
"1","556657",
"1","556661",
"1","556682",
"1","556685",
"1","556692",
"1","556697",
"1","556701",
"1","556721",
"1","556742",
"1","556743",
"1","556767",
"1","556773",
"1","556801",
"1","556818",
"1","556824",
"1","556868",
"1","556880",
"1","556881",
"1","556893",
"1","556898",
"1","556899",
"1","556916",
"1","556922",
"1","556932",
"1","556937",
"1","556939",
"1","556975",
"1","556982",
"1","556983",
"1","556984",
"1","556996",
"1","557001",
"1","557003",
"1","557035",
"1","557039",
"1","557046",
"1","557066",
"1","557084",
"1","557090",
"1","557105",
"1","557124",
"1","557142",
"1","557143",
"1","557147",
"1","557149",
"1","557150",
"1","557152",
"1","557166",
"1","557173",
"1","557174",
"1","557189",
"1","557221",
"1","557222",
"1","557231",
"1","557250",
"1","557253",
"1","557271",
"1","557272",
"1","557290",
"1","557301",
"1","557305",
"1","557335",
"1","557349",
"1","557386",
"1","557390",
"1","557401",
"1","557444",
"1","557471",
"1","557487",
"1","557492",
"1","557493",
"1","557496",
"1","557504",
"1","557528",
"1","557540",
"1","557583",
"1","557624",
"585","556630","50"
"585","556635",
"585","556646",
"585","556648",
"585","556651",
"585","556661",
"585","556664",
"585","556678",
"585","556721",
"585","556732",
"585","556748",
"585","556764",
"585","556775",
"585","556776",
"585","556781",
"585","556799",
"585","556818",
"585","556829",
"585","556834",
"585","556839",
"585","556847",
"585","556852",
"585","556854",
"585","556870",
"585","556875",
"585","556881",
"585","556882",
"585","556889",
"585","556900",
"585","556907",
"585","556919",
"585","556924",
"585","556940",
"585","556946",
"585","556953",
"585","556957",
"585","556966",
"585","556968",
"585","556969",
"585","556984",
"585","556994",
"585","556995",
"585","557008",
"585","557022",
"585","557047",
"585","557048",
"585","557051",
"585","557064",
"585","557080",
"585","557090",
"585","557095",
"585","557101",
"585","557111",
"585","557112",
"585","557119",
"585","557152",
"585","557154",
"585","557160",
"585","557167",
"585","557177",
"585","557204",
"585","557209",
"585","557221",
"585","557228",
"585","557242",
"585","557269",
"585","557282",
"585","557287",
"585","557294",
"585","557295",
"585","557296",
"585","557300",
"585","557325",
"585","557326",
"585","557329",
"585","557338",
"585","557339",
"585","557361",
"585","557366",
"585","557371",
"585","557384",
"585","557385",
"585","557387",
"585","557391",
"585","557394",
"585","557395",
"585","557409",
"585","557423",
"585","557425",
"585","557429",
"585","557459",
"585","557461",
"585","557473",
"585","557474",
"585","557482",
"585","557485",
"585","557502",
"585","557505",
"585","557532",
"585","557537",
"585","557544",
"585","557545",
"585","557561",
"585","557576",
"585","557588",
"585","557594",
"585","557608",
"585","557611",
"585","557625",
"588","556630",
"588","556641",
"588","556646",
"588","556652",
"588","556668",
"588","556676",
"588","556678",
"588","556682",
"588","556693",
"588","556704",
"588","556707",
"588","556744",
"588","556752",
"588","556760",
"588","556774",
"588","556780",
"588","556781",
"588","556822",
"588","556827",
"588","556829",
"588","556840",
"588","556845",
"588","556849",
"588","556862",
"588","556882",
"588","556896",
"588","556908",
"588","556919",
"588","556925",
"588","556931",
"588","556933",
"588","556936",
"588","556949",
"588","556962",
"588","556969",
"588","556973",
"588","556975",
"588","556976",
"588","556977",
"588","557003",
"588","557021",
"588","557040",
"588","557048",
"588","557058",
"588","557062",
"588","557068",
"588","557069",
"588","557072",
"588","557085",
"588","557091",
"588","557095",
"588","557104",
"588","557105",
"588","557107",
"588","557117",
"588","557127",
"588","557136",
"588","557140",
"588","557145",
"588","557159",
"588","557161",
"588","557163",
"588","557167",
"588","557195",
"588","557202",
"588","557207",
"588","557212",
"588","557238",
"588","557243",
"588","557249",
"588","557255",
"588","557259",
"588","557267",
"588","557271",
"588","557276",
"588","557317",
"588","557325",
"588","557340",
"588","557345",
"588","557348",
"588","557354",
"588","557360",
"588","557367",
"588","557375",
"588","557382",
"588","557386",
"588","557390",
"588","557422",
"588","557429",
"588","557444",
"588","557446",
"588","557452",
"588","557462",
"588","557487",
"588","557488",
"588","557492",
"588","557494",
"588","557522",
"588","557536",
"588","557539",
"588","557548",
"588","557549",
"588","557552",
"588","557557",
"588","557560",
"588","557565",
"588","557577",
"588","557586",
"588","557587",
"588","557595",
"588","557600",
"589","556634",
"589","556635",
"589","556638",
"589","556639",
"589","556650",
"589","556660",
"589","556666",
"589","556674",
"589","556675",
"589","556681",
"589","556700",
"589","556703",
"589","556706",
"589","556710",
"589","556719",
"589","556757",
"589","556767",
"589","556769",
"589","556787",
"589","556803",
"589","556817",
"589","556818",
"589","556841",
"589","556845",
"589","556853",
"589","556858",
"589","556861",
"589","556891",
"589","556901",
"589","556902",
"589","556904",
"589","556907",
"589","556908",
"589","556914",
"589","556918",
"589","556928",
"589","556939",
"589","556951",
"589","556984",
"589","556993",
"589","557002",
"589","557003",
"589","557005",
"589","557024",
"589","557026",
"589","557027",
"589","557042",
"589","557054",
"589","557055",
"589","557068",
"589","557079",
"589","557096",
"589","557106",
"589","557117",
"589","557125",
"589","557127",
"589","557159",
"589","557160",
"589","557170",
"589","557174",
"589","557214",
"589","557219",
"589","557228",
"589","557231",
"589","557237",
"589","557268",
"589","557276",
"589","557297",
"589","557306",
"589","557311",
"589","557313",
"589","557341",
"589","557349",
"589","557351",
"589","557354",
"589","557368",
"589","557418",
"589","557421",
"589","557424",
"589","557451",
"589","557455",
"589","557461",
"589","557464",
"589","557475",
"589","557480",
"589","557488",
"589","557514",
"589","557523",
"589","557536",
"589","557540",
"589","557544",
"589","557547",
"589","557549",
"589","557555",
"589","557562",
"589","557564",
"589","557585",
"589","557604",
"590","556642",
"590","556651",
"590","556657",
"590","556660",
"590","556677",
"590","556679",
"590","556697",
"590","556704",
"590","556709",
"590","556711",
"590","556716",
"590","556720",
"590","556735",
"590","556765",
"590","556777",
"590","556781",
"590","556785",
"590","556818",
"590","556820",
"590","556825",
"590","556829",
"590","556835",
"590","556840",
"590","556867",
"590","556875",
"590","556902",
"590","556908",
"590","556920",
"590","556928",
"590","556935",
"590","556936",
"590","556957",
"590","556959",
"590","556965",
"590","556971",
"590","556983",
"590","556986",
"590","556988",
"590","556992",
"590","557002",
"590","557009",
"590","557017",
"590","557029",
"590","557040",
"590","557055",
"590","557063",
"590","557083",
"590","557085",
"590","557091",
"590","557093",
"590","557103",
"590","557106",
"590","557107",
"590","557116",
"590","557122",
"590","557128",
"590","557135",
"590","557141",
"590","557152",
"590","557161",
"590","557163",
"590","557184",
"590","557191",
"590","557194",
"590","557196",
"590","557200",
"590","557230",
"590","557233",
"590","557234",
"590","557236",
"590","557254",
"590","557270",
"590","557282",
"590","557284",
"590","557286",
"590","557300",
"590","557305",
"590","557327",
"590","557331",
"590","557336",
"590","557338",
"590","557346",
"590","557358",
"590","557362",
"590","557375",
"590","557384",
"590","557387",
"590","557388",
"590","557405",
"590","557410",
"590","557423",
"590","557431",
"590","557442",
"590","557445",
"590","557456",
"590","557458",
"590","557459",
"590","557468",
"590","557475",
"590","557483",
"590","557487",
"590","557512",
"590","557515",
"590","557566",
"590","557607",
"590","557611",
"591","556630",
"591","556644",
"591","556669",
"591","556679",
"591","556681",
"591","556688",
"591","556690",
"591","556696",
"591","556705",
"591","556715",
"591","556740",
"591","556775",
"591","556776",
"591","556783",
"591","556785",
"591","556791",
"591","556793",
"591","556824",
"591","556827",
"591","556828",
"591","556834",
"591","556835",
"591","556846",
"591","556858",
"591","556871",
"591","556872",
"591","556875",
"591","556904",
"591","556905",
"591","556913",
"591","556916",
"591","556922",
"591","556932",
"591","556961",
"591","556962",
"591","556965",
"591","556970",
"591","556975",
"591","556983",
"591","556988",
"591","556994",
"591","556998",
"591","557000",
"591","557007",
"591","557012",
"591","557031",
"591","557041",
"591","557046",
"591","557053",
"591","557080",
"591","557084",
"591","557108",
"591","557111",
"591","557113",
"591","557134",
"591","557166",
"591","557186",
"591","557217",
"591","557232",
"591","557234",
"591","557255",
"591","557265",
"591","557270",
"591","557281",
"591","557346",
"591","557351",
"591","557369",
"591","557372",
"591","557405",
"591","557417",
"591","557419",
"591","557422",
"591","557426",
"591","557435",
"591","557442",
"591","557445",
"591","557463",
"591","557468",
"591","557483",
"591","557493",
"591","557499",
"591","557513",
"591","557514",
"591","557515",
"591","557518",
"591","557527",
"591","557530",
"591","557544",
"591","557566",
"591","557569",
"591","557583",
"591","557588",
"591","557605",
"592","556638",
"592","556642",
"592","556643",
"592","556645",
"592","556647",
"592","556648",
"592","556650",
"592","556655",
"592","556670",
"592","556692",
"592","556698",
"592","556703",
"592","556714",
"592","556719",
"592","556731",
"592","556742",
"592","556777",
"592","556793",
"592","556804",
"592","556810",
"592","556838",
"592","556848",
"592","556856",
"592","556858",
"592","556861",
"592","556863",
"592","556865",
"592","556874",
"592","556880",
"592","556885",
"592","556900",
"592","556917",
"592","556930",
"592","556932",
"592","556944",
"592","556950",
"592","556963",
"592","556970",
"592","556978",
"592","556984",
"592","556996",
"592","557001",
"592","557022",
"592","557040",
"592","557059",
"592","557066",
"592","557068",
"592","557090",
"592","557106",
"592","557107",
"592","557109",
"592","557110",
"592","557119",
"592","557135",
"592","557136",
"592","557143",
"592","557144",
"592","557148",
"592","557153",
"592","557154",
"592","557156",
"592","557162",
"592","557163",
"592","557169",
"592","557173",
"592","557185",
"592","557193",
"592","557202",
"592","557211",
"592","557214",
"592","557221",
"592","557235",
"592","557239",
"592","557277",
"592","557287",
"592","557292",
"592","557298",
"592","557300",
"592","557302",
"592","557308",
"592","557333",
"592","557339",
"592","557345",
"592","557348",
"592","557349",
"592","557374",
"592","557423",
"592","557430",
"592","557442",
"592","557446",
"592","557455",
"592","557461",
"592","557465",
"592","557485",
"592","557499",
"592","557524",
"592","557543",
"592","557570",
"592","557571",
"592","557576",
"592","557581",
"592","557601",
"592","557605",
"593","556666",
"593","556688",
"593","556706",
"593","556718",
"593","556744",
"593","556748",
"593","556764",
"593","556768",
"593","556772",
"593","556783",
"593","556785",
"593","556788",
"593","556805",
"593","556816",
"593","556825",
"593","556843",
"593","556860",
"593","556869",
"593","556877",
"593","556886",
"593","556894",
"593","556913",
"593","556927",
"593","556936",
"593","556960",
"593","556964",
"593","556967",
"593","556982",
"593","556983",
"593","556987",
"593","556993",
"593","556999",
"593","557020",
"593","557026",
"593","557039",
"593","557057",
"593","557070",
"593","557083",
"593","557105",
"593","557121",
"593","557130",
"593","557132",
"593","557150",
"593","557153",
"593","557156",
"593","557163",
"593","557165",
"593","557182",
"593","557191",
"593","557202",
"593","557220",
"593","557221",
"593","557229",
"593","557235",
"593","557236",
"593","557244",
"593","557245",
"593","557255",
"593","557263",
"593","557288",
"593","557290",
"593","557299",
"593","557314",
"593","557315",
"593","557333",
"593","557349",
"593","557374",
"593","557394",
"593","557397",
"593","557430",
"593","557445",
"593","557450",
"593","557456",
"593","557482",
"593","557487",
"593","557494",
"593","557503",
"593","557530",
"593","557531",
"593","557533",
"593","557541",
"593","557542",
"593","557548",
"593","557567",
"593","557569",
"593","557619",
"594","556634",
"594","556638",
"594","556662",
"594","556672",
"594","556699",
"594","556703",
"594","556708",
"594","556734",
"594","556737",
"594","556743",
"594","556748",
"594","556750",
"594","556753",
"594","556769",
"594","556777",
"594","556785",
"594","556807",
"594","556819",
"594","556836",
"594","556840",
"594","556841",
"594","556844",
"594","556873",
"594","556905",
"594","556913",
"594","556919",
"594","556921",
"594","556938",
"594","556946",
"594","556949",
"594","556953",
"594","556964",
"594","556966",
"594","556967",
"594","556970",
"594","556973",
"594","556981",
"594","556984",
"594","556989",
"594","556994",
"594","557007",
"594","557010",
"594","557012",
"594","557024",
"594","557036",
"594","557042",
"594","557056",
"594","557067",
"594","557081",
"594","557084",
"594","557091",
"594","557116",
"594","557127",
"594","557129",
"594","557135",
"594","557154",
"594","557157",
"594","557179",
"594","557185",
"594","557186",
"594","557198",
"594","557200",
"594","557202",
"594","557211",
"594","557213",
"594","557226",
"594","557246",
"594","557247",
"594","557290",
"594","557308",
"594","557336",
"594","557338",
"594","557339",
"594","557341",
"594","557370",
"594","557389",
"594","557404",
"594","557408",
"594","557411",
"594","557424",
"594","557425",
"594","557430",
"594","557433",
"594","557443",
"594","557445",
"594","557453",
"594","557466",
"594","557510",
"594","557514",
"594","557515",
"594","557528",
"594","557544",
"594","557565",
"594","557582",
"594","557593",
"594","557602",
"594","557609",
"595","556632",
"595","556638",
"595","556650",
"595","556660",
"595","556662",
"595","556673",
"595","556679",
"595","556691",
"595","556693",
"595","556694",
"595","556708",
"595","556711",
"595","556744",
"595","556747",
"595","556754",
"595","556770",
"595","556783",
"595","556784",
"595","556790",
"595","556794",
"595","556802",
"595","556835",
"595","556842",
"595","556843",
"595","556849",
"595","556860",
"595","556867",
"595","556870",
"595","556881",
"595","556893",
"595","556902",
"595","556906",
"595","556943",
"595","556972",
"595","556992",
"595","556996",
"595","556999",
"595","557004",
"595","557025",
"595","557028",
"595","557043",
"595","557056",
"595","557062",
"595","557080",
"595","557087",
"595","557094",
"595","557096",
"595","557099",
"595","557103",
"595","557111",
"595","557122",
"595","557126",
"595","557174",
"595","557178",
"595","557187",
"595","557189",
"595","557225",
"595","557234",
"595","557236",
"595","557238",
"595","557257",
"595","557258",
"595","557267",
"595","557274",
"595","557326",
"595","557330",
"595","557336",
"595","557338",
"595","557344",
"595","557354",
"595","557370",
"595","557378",
"595","557391",
"595","557399",
"595","557403",
"595","557410",
"595","557439",
"595","557441",
"595","557446",
"595","557449",
"595","557451",
"595","557454",
"595","557464",
"595","557466",
"595","557471",
"595","557480",
"595","557485",
"595","557488",
"595","557493",
"595","557506",
"595","557516",
"595","557521",
"595","557525",
"595","557531",
"595","557541",
"595","557554",
"595","557557",
"595","557567",
"595","557569",
"595","557591",
"595","557593",
"595","557605",
"595","557612",
"595","557614",
"596","556643",
"596","556671",
"596","556682",
"596","556683",
"596","556687",
"596","556690",
"596","556693",
"596","556698",
"596","556699",
"596","556700",
"596","556706",
"596","556725",
"596","556729",
"596","556743",
"596","556754",
"596","556758",
"596","556764",
"596","556791",
"596","556798",
"596","556802",
"596","556815",
"596","556816",
"596","556828",
"596","556830",
"596","556842",
"596","556844",
"596","556845",
"596","556851",
"596","556852",
"596","556863",
"596","556871",
"596","556882",
"596","556887",
"596","556896",
"596","556898",
"596","556922",
"596","556925",
"596","556928",
"596","556952",
"596","556954",
"596","556956",
"596","556957",
"596","556958",
"596","556962",
"596","556964",
"596","556988",
"596","556989",
"596","556990",
"596","557001",
"596","557018",
"596","557023",
"596","557029",
"596","557036",
"596","557048",
"596","557051",
"596","557061",
"596","557068",
"596","557070",
"596","557088",
"596","557101",
"596","557103",
"596","557129",
"596","557140",
"596","557154",
"596","557163",
"596","557179",
"596","557207",
"596","557236",
"596","557239",
"596","557262",
"596","557269",
"596","557277",
"596","557288",
"596","557300",
"596","557302",
"596","557314",
"596","557348",
"596","557361",
"596","557371",
"596","557394",
"596","557403",
"596","557405",
"596","557409",
"596","557415",
"596","557418",
"596","557443",
"596","557457",
"596","557465",
"596","557472",
"596","557483",
"596","557484",
"596","557485",
"596","557502",
"596","557507",
"596","557514",
"596","557529",
"596","557530",
"596","557543",
"596","557544",
"596","557548",
"596","557556",
"596","557559",
"596","557561",
"596","557572",
"596","557577",
"596","557580",
"596","557581",
"596","557591",
"596","557602",
"596","557613",
"596","557616",
"597","556649",
"597","556674",
"597","556681",
"597","556684",
"597","556685",
"597","556686",
"597","556711",
"597","556762",
"597","556785",
"597","556792",
"597","556812",
"597","556813",
"597","556828",
"597","556836",
"597","556862",
"597","556878",
"597","556882",
"597","556890",
"597","556902",
"597","556929",
"597","556936",
"597","556965",
"597","556967",
"597","556970",
"597","556986",
"597","556996",
"597","557008",
"597","557010",
"597","557014",
"597","557017",
"597","557024",
"597","557039",
"597","557048",
"597","557068",
"597","557071",
"597","557075",
"597","557081",
"597","557095",
"597","557109",
"597","557117",
"597","557142",
"597","557147",
"597","557148",
"597","557149",
"597","557165",
"597","557172",
"597","557194",
"597","557225",
"597","557226",
"597","557232",
"597","557257",
"597","557272",
"597","557279",
"597","557288",
"597","557297",
"597","557301",
"597","557302",
"597","557312",
"597","557328",
"597","557337",
"597","557351",
"597","557370",
"597","557377",
"597","557410",
"597","557423",
"597","557426",
"597","557446",
"597","557449",
"597","557453",
"597","557462",
"597","557467",
"597","557492",
"597","557506",
"597","557507",
"597","557524",
"597","557545",
"597","557554",
"597","557566",
"597","557567",
"597","557576",
"597","557583",
"597","557588",
"597","557595",
"597","557602",
"597","557606",
"597","557626",
"598","556628",
"598","556633",
"598","556638",
"598","556645",
"598","556646",
"598","556652",
"598","556660",
"598","556669",
"598","556674",
"598","556692",
"598","556696",
"598","556704",
"598","556709",
"598","556713",
"598","556717",
"598","556729",
"598","556735",
"598","556736",
"598","556737",
"598","556760",
"598","556778",
"598","556794",
"598","556801",
"598","556818",
"598","556829",
"598","556832",
"598","556833",
"598","556839",
"598","556865",
"598","556873",
"598","556876",
"598","556885",
"598","556898",
"598","556899",
"598","556902",
"598","556921",
"598","556925",
"598","556930",
"598","556959",
"598","556983",
"598","556984",
"598","556992",
"598","556995",
"598","557001",
"598","557002",
"598","557010",
"598","557012",
"598","557023",
"598","557041",
"598","557044",
"598","557052",
"598","557057",
"598","557083",
"598","557090",
"598","557092",
"598","557127",
"598","557151",
"598","557152",
"598","557170",
"598","557174",
"598","557179",
"598","557187",
"598","557201",
"598","557205",
"598","557247",
"598","557251",
"598","557262",
"598","557265",
"598","557267",
"598","557282",
"598","557291",
"598","557296",
"598","557297",
"598","557300",
"598","557303",
"598","557306",
"598","557307",
"598","557308",
"598","557336",
"598","557340",
"598","557341",
"598","557345",
"598","557347",
"598","557353",
"598","557357",
"598","557360",
"598","557366",
"598","557378",
"598","557387",
"598","557398",
"598","557403",
"598","557405",
"598","557406",
"598","557410",
"598","557411",
"598","557439",
"598","557456",
"598","557458",
"598","557466",
"598","557484",
"598","557489",
"598","557494",
"598","557495",
"598","557503",
"598","557505",
"598","557513",
"598","557523",
"598","557532",
"598","557534",
"598","557542",
"598","557551",
"598","557552",
"598","557562",
"598","557575",
"598","557594",
"598","557608",
"598","557609",
"598","557610",
"599","556640",
"599","556642",
"599","556659",
"599","556664",
"599","556669",
"599","556676",
"599","556680",
"599","556683",
"599","556684",
"599","556688",
"599","556693",
"599","556696",
"599","556697",
"599","556705",
"599","556746",
"599","556756",
"599","556757",
"599","556779",
"599","556787",
"599","556795",
"599","556803",
"599","556807",
"599","556808",
"599","556821",
"599","556829",
"599","556839",
"599","556846",
"599","556850",
"599","556857",
"599","556907",
"599","556929",
"599","556941",
"599","556971",
"599","556990",
"599","556992",
"599","556997",
"599","557007",
"599","557010",
"599","557025",
"599","557039",
"599","557040",
"599","557064",
"599","557082",
"599","557093",
"599","557098",
"599","557101",
"599","557103",
"599","557111",
"599","557116",
"599","557119",
"599","557121",
"599","557137",
"599","557148",
"599","557158",
"599","557168",
"599","557174",
"599","557178",
"599","557195",
"599","557202",
"599","557204",
"599","557229",
"599","557257",
"599","557258",
"599","557265",
"599","557296",
"599","557311",
"599","557315",
"599","557340",
"599","557344",
"599","557360",
"599","557398",
"599","557399",
"599","557400",
"599","557402",
"599","557409",
"599","557422",
"599","557424",
"599","557428",
"599","557454",
"599","557458",
"599","557468",
"599","557471",
"599","557483",
"599","557506",
"599","557507",
"599","557512",
"599","557533",
"599","557542",
"599","557576",
"599","557577",
"599","557584",
"599","557586",
"599","557589",
"599","557590",
"599","557595",
"599","557604",
"599","557607",
"599","557611",
"599","557617",
"599","557627",
"600","556641",
"600","556643",
"600","556654",
"600","556657",
"600","556670",
"600","556687",
"600","556707",
"600","556712",
"600","556714",
"600","556719",
"600","556721",
"600","556725",
"600","556728",
"600","556738",
"600","556743",
"600","556748",
